ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
6C960DEB4F78854E,electric_bike,2024-12-31T01:38:35Z,2024-12-31T01:48:45Z,Halsted St & Roscoe St,TA1309000025,Clark St & Winnemac Ave,TA1309000035,41.9436315,-87.6490833,41.97334764047304,-87.6678554713726,member
C0913EEB2834E7A2,classic_bike,2024-12-21T18:41:26Z,2024-12-21T18:47:33Z,Clark St & Wellington Ave,TA1307000136,Halsted St & Roscoe St,TA1309000025,41.9364968219,-87.6475386582,41.9436315,-87.6490833,member
848A37DD4723078A,classic_bike,2024-12-21T11:41:01Z,2024-12-21T11:52:45Z,Sheridan Rd & Montrose Ave,TA1307000107,Broadway & Barry Ave,13137,41.96167,-87.65464,41.93758231600629,-87.6440978050232,member
3FA09C762ECB48BD,electric_bike,2024-12-26T13:07:27Z,2024-12-26T13:10:54Z,Aberdeen St & Jackson Blvd,13157,Green St & Randolph St*,chargingstx3,41.87772613,-87.65478743,41.883601657275165,-87.64862671494483,member
E60317ADD1A87488,electric_bike,2024-12-13T15:17:55Z,2024-12-13T15:27:32Z,Paulina St & Flournoy St,KA1504000104,Fairfield Ave & Roosevelt Rd,KA1504000102,41.87306108789792,-87.66913488507271,41.866624,-87.694521,member
A83DBA54802B4618,electric_bike,2024-12-08T03:24:46Z,2024-12-08T03:33:21Z,Ravenswood Ave & Lawrence Ave,TA1309000066,Kedzie Ave & Leland Ave,KA1504000126,41.968445,-87.674226,41.96668636205,-87.7080519806,member
D3D6DAF0AB53F245,electric_bike,2024-12-08T18:56:35Z,2024-12-08T19:04:09Z,Paulina St & Flournoy St,KA1504000104,Fairfield Ave & Roosevelt Rd,KA1504000102,41.87306108789792,-87.66913488507271,41.866624,-87.694521,member
3309E4E902565E04,electric_bike,2024-12-09T16:26:13Z,2024-12-09T16:33:29Z,Paulina St & Flournoy St,KA1504000104,Fairfield Ave & Roosevelt Rd,KA1504000102,41.87306108789792,-87.66913488507271,41.866624,-87.694521,member
805D6F3B51AD91AF,electric_bike,2024-12-19T16:30:17Z,2024-12-19T16:44:23Z,Paulina St & Flournoy St,KA1504000104,Michigan Ave & 18th St,13150,41.87306108789792,-87.66913488507271,41.857926,-87.624336,member
8560580463C7E866,electric_bike,2024-12-21T06:38:40Z,2024-12-21T06:41:35Z,Rockwell St & Archer Ave,21379,Leavitt St & Archer Ave,KA1503000068,41.82272,-87.68982,41.82879201994,-87.6806044594,member
10BB8E0B23F267E7,electric_bike,2024-12-28T06:28:03Z,2024-12-28T06:30:31Z,Rockwell St & Archer Ave,21379,Leavitt St & Archer Ave,KA1503000068,41.82272,-87.68982,41.82879201994,-87.6806044594,member
C448A2AA3B4B5FBF,electric_bike,2024-12-26T13:54:31Z,2024-12-26T14:01:59Z,Damen Ave & Foster Ave,KA1504000149,Ravenswood Ave & Berteau Ave,TA1309000018,41.9758109755749,-87.67950989857908,41.957921,-87.673567,casual
64C4DF768EE87149,classic_bike,2024-12-25T23:59:14Z,2024-12-26T00:10:32Z,Rockwell St & Archer Ave,21379,Hoyne Ave & 47th St,KA1504000091,41.82272,-87.68982,41.808227,-87.67718,casual
85DF6C5DF9B938F3,classic_bike,2024-12-11T11:09:47Z,2024-12-11T11:13:25Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
1138DA7008BB8E07,classic_bike,2024-12-05T11:07:15Z,2024-12-05T11:11:51Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
CCDF19B04142D48C,classic_bike,2024-12-16T11:45:03Z,2024-12-16T11:49:46Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
BFE885EE4564ED6B,electric_bike,2024-12-17T16:25:18Z,2024-12-17T16:30:54Z,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.9758109755749,-87.67950989857908,casual
BAA3F48DBCF7E925,classic_bike,2024-12-03T11:07:56Z,2024-12-03T11:11:36Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
7FDF23CD93FEF229,classic_bike,2024-12-29T01:14:37Z,2024-12-29T01:18:42Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
59EB6A7A67280C15,classic_bike,2024-12-06T10:55:39Z,2024-12-06T11:00:12Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
CF9994425032DBD2,classic_bike,2024-12-07T19:26:06Z,2024-12-07T19:41:49Z,Lincoln Ave & Byron St,23002,Damen Ave & Foster Ave,KA1504000149,41.952372,-87.677296,41.9758109755749,-87.67950989857908,member
C17A937D79ED1DF7,classic_bike,2024-12-11T19:48:12Z,2024-12-11T19:53:16Z,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.9758109755749,-87.67950989857908,member
0A33E7ED52E0B750,classic_bike,2024-12-04T19:18:22Z,2024-12-04T19:23:08Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
8162488B04E3B1FB,electric_bike,2024-12-12T17:55:28Z,2024-12-12T17:59:07Z,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.9758109755749,-87.67950989857908,member
4841AB6CDA3205F2,electric_bike,2024-12-11T11:22:47Z,2024-12-11T11:25:46Z,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.9758109755749,-87.67950989857908,member
F48E4964FD1670A3,electric_bike,2024-12-20T17:07:15Z,2024-12-20T17:10:39Z,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.9758109755749,-87.67950989857908,member
5481B39C33F3DAFB,electric_bike,2024-12-17T14:42:16Z,2024-12-17T14:45:48Z,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.9758109755749,-87.67950989857908,member
0BCDE48B8F481E9A,classic_bike,2024-12-01T09:44:06Z,2024-12-01T09:46:21Z,Aberdeen St & Jackson Blvd,13157,Peoria St & Jackson Blvd,13158,41.87772613,-87.65478743,41.8776415962753,-87.64961779117584,member
463D5BCFD178724E,classic_bike,2024-12-21T16:04:57Z,2024-12-21T16:12:36Z,Clark St & Wellington Ave,TA1307000136,Southport Ave & Wellington Ave,TA1307000006,41.9364968219,-87.6475386582,41.93577461766458,-87.66360014677048,member
5D0B24A361477C8F,electric_bike,2024-12-19T00:52:17Z,2024-12-19T00:56:32Z,Clark St & Armitage Ave,13146,Stockton Dr & Wrightwood Ave,13276,41.918306,-87.636282,41.93132,-87.638742,member
84BE9A686995487F,electric_bike,2024-12-22T00:07:25Z,2024-12-22T00:11:22Z,Clark St & Armitage Ave,13146,Stockton Dr & Wrightwood Ave,13276,41.918306,-87.636282,41.93132,-87.638742,member
EA1A3D1F102ED624,electric_bike,2024-12-13T17:03:57Z,2024-12-13T17:10:27Z,Rush St & Hubbard St,KA1503000044,Rush St & Cedar St,KA1504000133,41.890193701,-87.626320601,41.90230870122,-87.627690528,member
1DCF1D41A81825C2,classic_bike,2024-12-05T19:25:06Z,2024-12-05T19:31:28Z,Clark St & Armitage Ave,13146,Stockton Dr & Wrightwood Ave,13276,41.918306,-87.636282,41.93132,-87.638742,member
B29C7B4B4F88A42F,classic_bike,2024-12-08T13:12:57Z,2024-12-08T13:22:32Z,Ogden Ave & Chicago Ave,TA1305000020,Wells St & Walton St,TA1306000011,41.896362458,-87.6540612729,41.89993001,-87.63443007,casual
3FBBD694E5035F9C,classic_bike,2024-12-02T12:39:51Z,2024-12-02T12:43:48Z,2112 W Peterson Ave,KA1504000155,Peterson/Ridge Metra,24458,41.991178,-87.683593,41.9918,-87.67489,member
6F0F9BD73B6D7D43,classic_bike,2024-12-17T19:09:44Z,2024-12-17T19:31:36Z,Paulina St & Flournoy St,KA1504000104,Wells St & Walton St,TA1306000011,41.87306108789792,-87.66913488507271,41.89993001,-87.63443007,member
C91D66C1D189D6FE,electric_bike,2024-12-03T14:23:04Z,2024-12-03T14:48:11Z,Franklin St & Jackson Blvd,TA1305000025,Rush St & Cedar St,KA1504000133,41.8777079559,-87.6353211408,41.90230870122,-87.627690528,casual
3C94E9A99CE605C7,classic_bike,2024-12-07T11:47:14Z,2024-12-07T12:24:20Z,Michigan Ave & Ida B Wells Dr,TA1305000010,Wells St & Walton St,TA1306000011,41.876203,-87.624464,41.89993001,-87.63443007,casual
33B7EAB9403B0749,classic_bike,2024-12-10T17:13:36Z,2024-12-10T17:45:38Z,Franklin St & Jackson Blvd,TA1305000025,Stockton Dr & Wrightwood Ave,13276,41.8777079559,-87.6353211408,41.93132,-87.638742,member
F25C9BF034B75CFD,classic_bike,2024-12-04T16:08:06Z,2024-12-04T16:44:22Z,Franklin St & Jackson Blvd,TA1305000025,Stockton Dr & Wrightwood Ave,13276,41.8777079559,-87.6353211408,41.93132,-87.638742,member
7434B1AC95BC9DF3,electric_bike,2024-12-23T16:43:05Z,2024-12-23T16:54:47Z,Franklin St & Jackson Blvd,TA1305000025,Rush St & Cedar St,KA1504000133,41.8777079559,-87.6353211408,41.90230870122,-87.627690528,member
1AE547C4656D82E9,classic_bike,2024-12-07T16:53:07Z,2024-12-07T17:01:25Z,Kingsbury St & Kinzie St,KA1503000043,Wells St & Walton St,TA1306000011,41.88917683258,-87.6385057718,41.89993001,-87.63443007,member
95C2B7F127CA2804,classic_bike,2024-12-30T19:22:40Z,2024-12-30T19:30:19Z,Kingsbury St & Kinzie St,KA1503000043,Wells St & Walton St,TA1306000011,41.88917683258,-87.6385057718,41.89993001,-87.63443007,member
2A44B21FCA90915B,electric_bike,2024-12-18T19:06:32Z,2024-12-18T19:13:19Z,Kingsbury St & Kinzie St,KA1503000043,Rush St & Cedar St,KA1504000133,41.88917683258,-87.6385057718,41.90230870122,-87.627690528,casual
5B0179466949064C,classic_bike,2024-12-30T12:01:23Z,2024-12-30T12:38:26Z,Wilton Ave & Belmont Ave,TA1307000134,Stockton Dr & Wrightwood Ave,13276,41.940231918108594,-87.65294373035431,41.93132,-87.638742,casual
CCA1C6C0AE1503CC,classic_bike,2024-12-08T19:27:01Z,2024-12-08T19:40:35Z,Larrabee St & Webster Ave,13193,Rush St & Cedar St,KA1504000133,41.921822,-87.64414,41.90230870122,-87.627690528,casual
A78E10C5F73EF543,electric_bike,2024-12-06T20:39:42Z,2024-12-06T20:47:12Z,Kingsbury St & Kinzie St,KA1503000043,Rush St & Cedar St,KA1504000133,41.88917683258,-87.6385057718,41.90230870122,-87.627690528,casual
5E37B109A9C72648,electric_bike,2024-12-07T16:26:11Z,2024-12-07T16:33:55Z,Kingsbury St & Kinzie St,KA1503000043,Rush St & Cedar St,KA1504000133,41.88917683258,-87.6385057718,41.90230870122,-87.627690528,casual
5364EA4F87193CD8,classic_bike,2024-12-17T09:58:47Z,2024-12-17T10:06:39Z,Larrabee St & Webster Ave,13193,Stockton Dr & Wrightwood Ave,13276,41.921822,-87.64414,41.93132,-87.638742,member
B744786340310F74,electric_bike,2024-12-20T14:45:52Z,2024-12-20T14:54:55Z,Kingsbury St & Kinzie St,KA1503000043,Rush St & Cedar St,KA1504000133,41.88917683258,-87.6385057718,41.90230870122,-87.627690528,member
BCE87D0EA81CC26D,electric_bike,2024-12-06T15:41:09Z,2024-12-06T15:46:14Z,Larrabee St & Webster Ave,13193,Stockton Dr & Wrightwood Ave,13276,41.921822,-87.64414,41.93132,-87.638742,member
74EE55E9406C32C1,electric_bike,2024-12-16T16:27:55Z,2024-12-16T16:32:45Z,Larrabee St & Webster Ave,13193,Stockton Dr & Wrightwood Ave,13276,41.921822,-87.64414,41.93132,-87.638742,member
ED99EDB88BBCE287,electric_bike,2024-12-05T15:44:45Z,2024-12-05T15:51:04Z,Larrabee St & Webster Ave,13193,Stockton Dr & Wrightwood Ave,13276,41.921822,-87.64414,41.93132,-87.638742,member
355E9F7F71945EB5,electric_bike,2024-12-01T13:47:32Z,2024-12-01T13:55:07Z,Kingsbury St & Kinzie St,KA1503000043,Rush St & Cedar St,KA1504000133,41.88917683258,-87.6385057718,41.90230870122,-87.627690528,member
C4AB8A9ED75D0073,classic_bike,2024-12-09T22:48:48Z,2024-12-09T22:57:20Z,Wilton Ave & Belmont Ave,TA1307000134,Stockton Dr & Wrightwood Ave,13276,41.940231918108594,-87.65294373035431,41.93132,-87.638742,member
4DA91B94B3ED6D29,classic_bike,2024-12-06T17:03:34Z,2024-12-06T17:09:38Z,Larrabee St & Webster Ave,13193,Stockton Dr & Wrightwood Ave,13276,41.921822,-87.64414,41.93132,-87.638742,member
B3B814F14EB34817,classic_bike,2024-12-31T23:25:17Z,2024-12-31T23:35:56Z,Clark St & Elm St,TA1307000039,Rush St & Cedar St,KA1504000133,41.902973,-87.63128,41.90230870122,-87.627690528,casual
4DA530CCE4D476AC,classic_bike,2024-12-04T18:17:28Z,2024-12-04T18:47:09Z,Wabash Ave & 9th St,TA1309000010,Wells St & Walton St,TA1306000011,41.870769,-87.625734,41.89993001,-87.63443007,casual
329301D17B74C973,classic_bike,2024-12-09T19:25:25Z,2024-12-09T19:40:30Z,Clark St & Elm St,TA1307000039,Rush St & Cedar St,KA1504000133,41.902973,-87.63128,41.90230870122,-87.627690528,member
651DEF1BE5DD0AFE,classic_bike,2024-12-03T07:25:45Z,2024-12-03T07:28:10Z,Damen Ave & Cortland St,13133,Damen Ave & Charleston St,13288,41.915983,-87.677335,41.920082,-87.677855,member
3FA2ADB3F57A3284,electric_bike,2024-12-23T20:57:40Z,2024-12-23T20:59:23Z,Clark St & Elm St,TA1307000039,Rush St & Cedar St,KA1504000133,41.902973,-87.63128,41.90230870122,-87.627690528,member
F8946ACF3D14CC1A,electric_bike,2024-12-06T17:20:19Z,2024-12-06T17:22:13Z,Clark St & Elm St,TA1307000039,Rush St & Cedar St,KA1504000133,41.902725697,-87.631610155,41.90230870122,-87.627690528,member
4791A66EA6CC61D5,classic_bike,2024-12-16T01:22:27Z,2024-12-16T01:52:28Z,Indiana Ave & 26th St,TA1307000005,Kedzie Ave & 24th St,KA1504000086,41.845687,-87.622481,41.848193,-87.705412,casual
F413B4DF9034105A,electric_bike,2024-12-30T01:13:38Z,2024-12-30T01:33:05Z,Indiana Ave & 26th St,TA1307000005,Kedzie Ave & 24th St,KA1504000086,41.845687,-87.622481,41.848193,-87.705412,casual
A9847058354F610E,classic_bike,2024-12-15T01:55:38Z,2024-12-15T02:37:03Z,Indiana Ave & 26th St,TA1307000005,Kedzie Ave & 24th St,KA1504000086,41.845687,-87.622481,41.848193,-87.705412,casual
84418F5220B963E3,electric_bike,2024-12-23T00:03:31Z,2024-12-23T00:08:20Z,McClurg Ct & Ohio St,TA1306000029,Rush St & Cedar St,KA1504000133,41.892592119709725,-87.61728912591934,41.90230870122,-87.627690528,member
8FDC9FAF3070CE69,classic_bike,2024-12-07T00:13:50Z,2024-12-07T00:21:05Z,McClurg Ct & Ohio St,TA1306000029,Rush St & Cedar St,KA1504000133,41.892592119709725,-87.61728912591934,41.90230870122,-87.627690528,member
53761887B67F3A48,electric_bike,2024-12-27T21:00:47Z,2024-12-27T21:12:17Z,Desplaines St & Jackson Blvd,15539,Wells St & Walton St,TA1306000011,41.87811890091227,-87.64394760131836,41.89993001,-87.63443007,member
935842E1B7146270,electric_bike,2024-12-05T06:27:19Z,2024-12-05T06:33:52Z,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Damen Ave & Charleston St,13288,41.901315,-87.677409,41.920082,-87.677855,member
794932440A5878CD,electric_bike,2024-12-15T17:26:22Z,2024-12-15T17:32:21Z,Mies van der Rohe Way & Chestnut St,15529,Wells St & Walton St,TA1306000011,41.8985866514,-87.6219152258,41.89993001,-87.63443007,member
523B528423539829,electric_bike,2024-12-05T10:23:36Z,2024-12-05T10:29:29Z,Mies van der Rohe Way & Chestnut St,15529,Wells St & Walton St,TA1306000011,41.8985866514,-87.6219152258,41.89993001,-87.63443007,member
77C54A96ACB1AC6F,classic_bike,2024-12-07T01:57:19Z,2024-12-07T02:06:35Z,Sheffield Ave & Fullerton Ave,TA1306000016,Stockton Dr & Wrightwood Ave,13276,41.9247807,-87.653626,41.93132,-87.638742,member
215A3829F9930570,classic_bike,2024-12-10T17:48:31Z,2024-12-10T18:05:47Z,Honore St & Division St,TA1305000034,Rush St & Cedar St,KA1504000133,41.903119,-87.673935,41.90230870122,-87.627690528,member
F7F831FB882373E7,electric_bike,2024-12-02T08:39:39Z,2024-12-02T08:43:41Z,Mies van der Rohe Way & Chestnut St,15529,Rush St & Cedar St,KA1504000133,41.8985866514,-87.6219152258,41.90230870122,-87.627690528,member
E7F51E609AC834C3,electric_bike,2024-12-13T10:02:56Z,2024-12-13T10:10:01Z,Mies van der Rohe Way & Chestnut St,15529,Wells St & Walton St,TA1306000011,41.8985866514,-87.6219152258,41.89993001,-87.63443007,member
31E3F261B8632364,classic_bike,2024-12-22T21:09:03Z,2024-12-22T21:11:31Z,Lakeview Ave & Fullerton Pkwy,TA1309000019,Stockton Dr & Wrightwood Ave,13276,41.925858,-87.638973,41.93132,-87.638742,member
A63BA1A66814A458,classic_bike,2024-12-30T06:48:16Z,2024-12-30T06:50:19Z,Lakeview Ave & Fullerton Pkwy,TA1309000019,Stockton Dr & Wrightwood Ave,13276,41.925858,-87.638973,41.93132,-87.638742,member
FD5139A3AEA0353E,classic_bike,2024-12-18T19:12:33Z,2024-12-18T19:19:06Z,Lakeview Ave & Fullerton Pkwy,TA1309000019,Stockton Dr & Wrightwood Ave,13276,41.925858,-87.638973,41.93132,-87.638742,member
FC979801458A656D,electric_bike,2024-12-11T17:25:39Z,2024-12-11T17:38:56Z,Michigan Ave & Pearson St,13034,Stockton Dr & Wrightwood Ave,13276,41.89766,-87.62351,41.93132,-87.638742,member
50E13BFBB717C132,classic_bike,2024-12-22T12:25:44Z,2024-12-22T12:28:49Z,Michigan Ave & Pearson St,13034,Rush St & Cedar St,KA1504000133,41.89766,-87.62351,41.90230870122,-87.627690528,member
AE657C869330B077,classic_bike,2024-12-21T17:21:14Z,2024-12-21T18:06:59Z,Clark St & Columbia Ave,RP-008,Damen Ave & Charleston St,13288,42.00445062934,-87.6724024047,41.920082,-87.677855,casual
0EF8D4C3644ADB23,electric_bike,2024-12-04T18:26:36Z,2024-12-04T18:34:59Z,Daley Center Plaza,TA1306000010,Rush St & Cedar St,KA1504000133,41.884241,-87.629634,41.90230870122,-87.627690528,member
E75901A67D801504,electric_bike,2024-12-13T15:48:52Z,2024-12-13T15:50:53Z,Lakeview Ave & Fullerton Pkwy,TA1309000019,Stockton Dr & Wrightwood Ave,13276,41.925858,-87.638973,41.93132,-87.638742,member
038F751BD6D098F8,electric_bike,2024-12-07T21:08:38Z,2024-12-07T21:18:14Z,N Green St & W Lake St,20246.0,Rush St & Cedar St,KA1504000133,41.885579,-87.648484,41.90230870122,-87.627690528,member
D81CD7FE19CB8ED3,classic_bike,2024-12-20T09:01:22Z,2024-12-20T09:19:25Z,Lakeview Ave & Fullerton Pkwy,TA1309000019,Rush St & Cedar St,KA1504000133,41.925858,-87.638973,41.90230870122,-87.627690528,member
315CD989964F95BF,classic_bike,2024-12-13T18:20:56Z,2024-12-13T18:24:09Z,Lakeview Ave & Fullerton Pkwy,TA1309000019,Stockton Dr & Wrightwood Ave,13276,41.925858,-87.638973,41.93132,-87.638742,member
6B70A6759277FB2B,electric_bike,2024-12-17T15:52:03Z,2024-12-17T16:02:15Z,Daley Center Plaza,TA1306000010,Rush St & Cedar St,KA1504000133,41.884241,-87.629634,41.90230870122,-87.627690528,member
C6761CF45E3DB375,electric_bike,2024-12-17T18:29:55Z,2024-12-17T18:39:43Z,Daley Center Plaza,TA1306000010,Wells St & Walton St,TA1306000011,41.884241,-87.629634,41.89993001,-87.63443007,member
F942CD0AC09FC55D,classic_bike,2024-12-19T19:30:37Z,2024-12-19T19:41:44Z,Daley Center Plaza,TA1306000010,Wells St & Walton St,TA1306000011,41.884241,-87.629634,41.89993001,-87.63443007,member
D4C8DB19474F341E,classic_bike,2024-12-10T12:13:04Z,2024-12-10T12:18:08Z,Central Ave & Altgeld St,23182,Long Ave & Diversey Ave,24326,41.9258119,-87.7663685,41.93104,-87.76124,casual
1DCF56F0AF6703EF,classic_bike,2024-12-29T19:07:31Z,2024-12-29T19:14:40Z,Clark St & North Ave,13128,Rush St & Cedar St,KA1504000133,41.911974,-87.631942,41.90230870122,-87.627690528,member
0279CECC33853264,classic_bike,2024-12-09T08:34:05Z,2024-12-09T08:43:54Z,Sedgwick St & Webster Ave,13191,Wells St & Walton St,TA1306000011,41.922167,-87.638888,41.89993001,-87.63443007,member
0F2991805057409D,classic_bike,2024-12-15T14:47:27Z,2024-12-15T15:11:21Z,Clark St & Grace St,TA1307000127,Wells St & Walton St,TA1306000011,41.95078,-87.659172,41.89993001,-87.63443007,member
D5B107C71E349BB0,classic_bike,2024-12-31T23:06:14Z,2024-12-31T23:16:51Z,Clark St & North Ave,13128,Stockton Dr & Wrightwood Ave,13276,41.911974,-87.631942,41.93132,-87.638742,member
821880A67E34D0C5,electric_bike,2024-12-30T12:54:30Z,2024-12-30T12:58:35Z,Broadway & Barry Ave,13137,Stockton Dr & Wrightwood Ave,13276,41.93758231600629,-87.6440978050232,41.93132,-87.638742,member
863EF0C10F0F1F7C,classic_bike,2024-12-14T21:35:01Z,2024-12-14T21:40:47Z,Michigan Ave & Oak St,13042,Wells St & Walton St,TA1306000011,41.90096039,-87.62377664,41.89993001,-87.63443007,member
13795DB63B4FA157,classic_bike,2024-12-18T21:05:42Z,2024-12-18T21:11:39Z,Broadway & Barry Ave,13137,Stockton Dr & Wrightwood Ave,13276,41.93758231600629,-87.6440978050232,41.93132,-87.638742,member
8A54D88409516C54,electric_bike,2024-12-07T20:07:14Z,2024-12-07T20:17:32Z,Noble St & Milwaukee Ave,13290,Damen Ave & Charleston St,13288,41.9007,-87.662607,41.920082,-87.677855,member
BD3E6292FEBB8174,classic_bike,2024-12-08T10:58:30Z,2024-12-08T11:03:19Z,Broadway & Barry Ave,13137,Stockton Dr & Wrightwood Ave,13276,41.93758231600629,-87.6440978050232,41.93132,-87.638742,member
2C0F3D6889C8E72F,classic_bike,2024-12-07T16:47:16Z,2024-12-07T17:00:33Z,Kildare Ave & Montrose Ave,KA1706005015,Laramie Ave & Irving Park Rd,23163,41.96108,-87.73569,41.9533354,-87.7583844,member
